#OTU ID	G63402	G63403	G63406	G63407	G63409	G63410	G63411	G63413	G75226	G75227	G75228	G75229	G75230	G75231	G75232	G75233	G75234	G75235	G75236	G75237	G51190
OTU191	0	0	64	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU190	0	0	0	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	1	0	0
OTU742	0	15	20	0	0	0	0	7	2	0	0	0	4	0	4	0	1	0	0	0	17
OTU205	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	67
OTU201	1	2	42	0	0	2	3	0	1	0	0	0	1	0	0	0	0	0	4	0	12
OTU187	0	14	24	8	0	3	0	0	1	0	1	0	0	0	0	0	8	0	0	8	0
OTU628	3	0	8	11	3	12	13	0	2	1	0	0	4	2	2	4	0	0	0	0	2
OTU507	1	0	0	4	0	2	3	4	40	0	1	0	0	0	0	0	0	0	5	4	0
OTU646	6	0	1	28	5	11	7	0	0	0	0	0	0	1	0	0	1	0	0	1	3
OTU195	0	0	0	1	0	2	0	33	13	0	0	0	10	0	0	0	0	3	0	2	0
OTU249	0	0	0	28	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU262	52	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8
OTU345	0	0	0	2	16	2	0	0	1	0	6	0	0	0	3	3	0	2	0	11	15
OTU207	0	0	19	0	0	0	11	9	20	0	0	0	0	0	0	0	0	0	1	0	0
OTU537	19	5	1	0	12	0	0	0	1	0	0	2	10	1	0	0	5	0	2	0	0
OTU222	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	35	5
OTU198	0	0	1	0	0	0	2	0	9	21	6	0	0	0	0	3	6	1	6	0	0
OTU247	0	0	0	0	3	0	0	0	0	0	3	0	0	0	3	26	0	0	0	16	3
OTU209	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0
OTU194	0	0	0	0	0	0	0	1	51	0	0	0	0	0	0	0	0	0	1	0	0
OTU227	0	19	11	2	0	10	0	0	0	0	0	0	0	0	0	0	6	0	4	0	0
OTU306	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51
OTU202	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0
OTU327	9	2	11	0	0	0	0	6	1	1	0	0	4	0	2	0	0	0	2	1	9
OTU622	0	0	0	2	0	4	0	0	0	0	12	0	0	0	0	0	0	0	4	26	0
OTU744	2	0	11	2	0	2	5	0	4	0	0	0	0	0	0	0	0	1	20	0	0
OTU218	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU215	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	9	0
OTU230	0	2	0	2	0	3	0	0	4	0	0	7	0	0	0	0	3	0	0	22	0
OTU629	0	8	0	0	0	0	0	1	0	0	0	0	0	0	0	0	33	0	0	0	0
OTU239	3	0	5	0	0	0	0	2	0	0	1	0	0	0	3	2	0	0	7	3	15
OTU250	0	0	2	1	10	0	24	0	0	0	0	0	0	0	3	0	1	0	0	0	0
OTU277	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41
OTU216	0	0	0	22	8	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU732	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0
OTU237	0	2	1	10	10	4	1	4	0	0	0	0	0	0	0	0	1	0	1	5	0
OTU224	0	1	34	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU252	0	0	14	6	0	0	13	0	0	0	0	0	0	0	5	0	0	0	0	0	0
OTU233	0	3	12	0	3	0	3	10	0	0	0	0	1	0	0	2	0	0	0	4	0
OTU211	0	1	0	2	1	25	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU271	0	0	0	0	15	0	0	0	0	0	1	0	0	0	0	19	0	0	0	1	0
OTU243	0	0	35	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
OTU875	12	0	0	1	5	0	2	2	0	0	0	1	6	0	1	5	0	1	0	0	0
OTU568	0	0	0	3	2	3	0	0	0	0	0	0	0	0	0	5	0	0	23	0	0
OTU235	0	0	0	0	12	0	2	0	0	0	7	0	1	0	0	0	0	0	0	14	0
OTU231	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	2	27	0	0	0
OTU223	0	0	0	10	0	15	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
OTU245	0	0	0	16	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU214	0	0	9	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0
OTU234	0	0	0	0	0	0	9	2	1	0	0	0	0	0	0	0	0	0	19	1	0
OTU241	0	0	0	4	0	19	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0
OTU253	0	0	0	2	1	2	0	10	4	0	0	0	0	0	0	0	0	0	4	9	0
OTU226	1	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	15	0	0
OTU580	0	0	0	5	0	19	0	0	0	0	0	0	0	1	0	0	0	0	0	0	6
OTU270	0	0	12	0	4	0	0	7	0	0	0	0	0	0	0	0	0	0	0	3	5
OTU232	0	0	0	22	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU559	21	2	0	0	0	0	0	1	0	0	0	0	6	0	0	0	0	0	0	0	0
OTU258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0
OTU314	14	0	0	0	0	0	4	0	0	7	0	0	1	0	0	0	0	3	0	0	0
OTU246	0	0	1	3	0	8	0	9	7	0	0	0	0	0	0	0	0	0	1	0	0
OTU255	0	0	0	3	7	15	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
OTU225	0	0	0	5	0	12	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0
OTU478	0	0	0	0	0	0	0	0	0	0	6	1	7	3	0	0	0	0	0	9	0
OTU261	0	0	0	4	0	1	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU294	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU257	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	21	0	0
OTU264	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0
OTU296	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12
OTU263	0	0	0	17	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU506	13	2	6	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1
OTU240	0	0	0	20	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0
OTU304	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	22	0	0
OTU273	0	0	0	18	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU280	0	0	0	0	0	0	0	0	0	0	0	8	0	14	0	0	0	0	0	0	0
OTU303	0	0	0	2	0	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	17
OTU685	0	0	0	0	0	0	11	10	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU254	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU244	0	2	0	0	0	0	0	0	0	0	3	0	8	0	0	0	1	0	0	8	0
OTU283	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0
OTU435	2	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU317	8	0	0	1	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0
OTU293	0	0	0	0	0	0	0	0	0	0	5	5	0	0	0	0	0	0	0	9	0
OTU763	7	0	1	5	0	0	1	0	0	0	0	0	2	0	0	2	0	0	0	0	1
OTU313	0	3	0	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	13	0
OTU284	0	0	0	0	0	2	0	13	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU275	0	0	3	0	0	0	1	6	1	0	5	0	0	0	0	1	1	0	0	0	0
OTU611	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU316	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	13	0	1
OTU305	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0
OTU358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0
OTU272	0	0	0	5	0	10	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU287	0	0	0	8	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU592	13	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU307	0	0	0	0	0	4	0	1	0	0	3	0	0	0	0	0	0	0	0	9	0
OTU289	0	0	0	10	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU282	0	0	0	8	0	6	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
OTU323	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
OTU278	0	0	0	0	0	0	4	0	12	0	0	0	0	0	0	0	0	0	0	0	0
OTU386	0	0	3	1	2	0	1	7	0	0	0	0	0	0	0	0	0	0	0	2	0
OTU290	1	0	0	0	3	3	1	0	0	0	0	1	0	0	0	0	0	1	5	0	0
OTU502	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
OTU308	0	0	0	0	0	0	0	7	5	0	0	0	0	0	0	0	0	0	0	0	3
OTU341	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	11
OTU375	0	0	0	0	0	0	2	10	1	0	0	0	0	0	0	0	0	0	1	0	0
OTU789	1	0	0	2	1	1	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0
OTU348	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0
OTU545	0	0	0	1	9	0	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
OTU342	0	0	0	5	3	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU292	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	9	0
OTU562	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9
OTU591	12	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU291	0	0	0	0	1	0	0	0	0	0	3	0	0	1	0	0	0	0	0	7	0
OTU311	0	1	1	6	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0
OTU324	1	0	0	0	0	2	0	0	2	0	0	0	0	1	0	0	0	0	6	0	0
OTU322	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	4	3	3	0
OTU384	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU349	1	0	6	1	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU346	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0
OTU651	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU556	0	0	0	0	0	0	0	8	0	4	0	0	0	0	0	0	0	0	0	0	0
OTU368	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	8	0	0	0	0	0
OTU367	0	0	3	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
OTU337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0
OTU479	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	2	0	0	7	0	0
OTU470	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	10	0	0	0	0	0
OTU378	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU350	0	0	1	0	5	2	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU461	0	2	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	5	0
OTU343	0	0	0	0	0	0	0	0	0	0	0	2	0	8	0	0	0	0	0	0	0
OTU731	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	4	1	0	1	0
OTU471	0	0	3	2	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU394	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU381	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	6
OTU333	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	1	0
OTU446	0	0	4	0	0	2	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0
OTU680	1	0	7	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU475	0	0	0	0	0	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU719	4	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU764	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU383	0	0	0	1	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1
OTU417	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	4
OTU354	0	0	0	0	0	1	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
OTU840	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU400	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	5
OTU344	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU423	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0
OTU855	3	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU457	0	0	0	2	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU415	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU820	0	0	0	3	0	1	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU352	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0
OTU702	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0
OTU364	0	0	0	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU351	0	0	0	1	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU740	0	0	0	2	0	2	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU406	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU438	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU500	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0
OTU576	0	0	0	0	0	0	0	3	3	0	0	0	0	0	0	0	0	0	1	0	0
OTU398	0	0	0	0	0	0	0	4	2	0	0	0	0	0	0	0	0	0	0	1	0
OTU678	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU399	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
OTU374	0	2	1	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0
OTU465	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU806	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
OTU829	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2
OTU626	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4
OTU523	0	0	2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU718	0	0	4	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU425	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU849	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	1	2	0
OTU783	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	4	0	0
OTU733	0	0	0	5	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU850	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	1	0	1	0
OTU440	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
OTU656	0	0	0	0	0	4	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0
OTU884	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	5	0
OTU428	0	0	0	4	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU516	0	0	0	0	0	0	2	1	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU389	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU448	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU363	0	0	0	3	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
OTU382	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU380	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0
OTU795	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5
OTU581	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU774	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU612	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU606	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU697	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
OTU497	0	1	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
OTU391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0
OTU529	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU564	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
OTU706	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU827	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU408	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0
OTU396	0	2	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU539	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU454	0	0	0	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU773	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	3	0	0
OTU687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU476	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0
OTU625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	0
OTU615	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0
OTU540	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0
OTU835	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	1	0	0	0
OTU517	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU765	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU483	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU567	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU863	0	0	0	0	0	1	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
OTU444	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU705	1	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU792	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU635	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2
OTU691	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0
OTU563	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU490	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
OTU491	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0
OTU818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU860	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0
OTU776	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
OTU772	0	0	1	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU674	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU805	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU482	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
OTU621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0
OTU551	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU791	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
OTU489	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU797	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU617	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
OTU775	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU816	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU571	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU832	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU630	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU670	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU700	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
OTU605	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU800	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1
OTU769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0
OTU675	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
OTU643	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU711	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU793	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU836	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU826	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU866	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU654	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
OTU785	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0
OTU693	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU749	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU682	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU607	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU799	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU748	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0
OTU857	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU754	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU730	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU620	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OTU637	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
